gene_id;gene_short_name;gene_type;
ENSMUSG00000030232;Aebp2;protein_coding;
ENSMUSG00000030243;Recql;protein_coding;
ENSMUSG00000030265;Kras;protein_coding;
ENSMUSG00000030269;Mtmr14;protein_coding;
ENSMUSG00000030271;Ogg1;protein_coding;
ENSMUSG00000030275;Etnk1;protein_coding;
ENSMUSG00000030282;Cmas;protein_coding;
ENSMUSG00000030284;Creld1;protein_coding;
ENSMUSG00000030286;Emc3;protein_coding;
ENSMUSG00000030291;Med21;protein_coding;
ENSMUSG00000030298;Sec13;protein_coding;
ENSMUSG00000030304;Ergic2;protein_coding;
ENSMUSG00000030314;Atg7;protein_coding;
ENSMUSG00000030315;Vgll4;protein_coding;
ENSMUSG00000030316;Tamm41;protein_coding;
ENSMUSG00000030330;Ing4;protein_coding;
ENSMUSG00000030335;Mrpl51;protein_coding;
ENSMUSG00000030347;D6Wsu163e;protein_coding;
ENSMUSG00000030357;Fkbp4;protein_coding;
ENSMUSG00000030374;Strn4;protein_coding;
ENSMUSG00000030386;Zfp606;protein_coding;
ENSMUSG00000030397;Mark4;protein_coding;
ENSMUSG00000030400;Ercc2;protein_coding;
ENSMUSG00000030407;Qpctl;protein_coding;
ENSMUSG00000030421;Uri1;protein_coding;
ENSMUSG00000030423;Pop4;protein_coding;
ENSMUSG00000030432;Rpl28;protein_coding;
ENSMUSG00000030435;U2af2;protein_coding;
ENSMUSG00000030447;Cyfip1;protein_coding;
ENSMUSG00000030451;Herc2;protein_coding;
ENSMUSG00000030452;Nipa2;protein_coding;
ENSMUSG00000030469;Zfp719;protein_coding;
ENSMUSG00000030505;Prmt3;protein_coding;
ENSMUSG00000030509;Asb7;protein_coding;
ENSMUSG00000030512;Snrpa1;protein_coding;
ENSMUSG00000030521;Mphosph10;protein_coding;
ENSMUSG00000030522;Mtmr10;protein_coding;
ENSMUSG00000030533;Unc45a;protein_coding;
ENSMUSG00000030534;Vps33b;protein_coding;
ENSMUSG00000030557;Mef2a;protein_coding;
ENSMUSG00000030591;Psmd8;protein_coding;
ENSMUSG00000030595;Nfkbib;protein_coding;
ENSMUSG00000030602;Pak4;protein_coding;
ENSMUSG00000030603;Psmc4;protein_coding;
ENSMUSG00000030609;Aen;protein_coding;
ENSMUSG00000030610;Det1;protein_coding;
ENSMUSG00000030611;Mrps11;protein_coding;
ENSMUSG00000030612;Mrpl46;protein_coding;
ENSMUSG00000030613;Ccdc90b;protein_coding;
ENSMUSG00000030614;Tmem126b;protein_coding;
ENSMUSG00000030615;Tmem126a;protein_coding;
ENSMUSG00000030619;Eed;protein_coding;
ENSMUSG00000030629;Zfand6;protein_coding;
ENSMUSG00000030647;Ndufc2;protein_coding;
ENSMUSG00000030649;Anapc15;protein_coding;
ENSMUSG00000030652;Coq7;protein_coding;
ENSMUSG00000030660;Pik3c2a;protein_coding;
ENSMUSG00000030663;1110004F10Rik;protein_coding;
ENSMUSG00000030682;Cdipt;protein_coding;
ENSMUSG00000030689;Ino80e;protein_coding;
ENSMUSG00000030697;Ppp4c;protein_coding;
ENSMUSG00000030706;Mrpl48;protein_coding;
ENSMUSG00000030720;Cln3;protein_coding;
ENSMUSG00000030727;Rabep2;protein_coding;
ENSMUSG00000030733;Sh2b1;protein_coding;
ENSMUSG00000030738;Eif3c;protein_coding;
ENSMUSG00000030741;Spns1;protein_coding;
ENSMUSG00000030744;Rps3;protein_coding;
ENSMUSG00000030751;Psma1;protein_coding;
ENSMUSG00000030753;Prkrir;protein_coding;
ENSMUSG00000030754;Copb1;protein_coding;
ENSMUSG00000030760;Acer3;protein_coding;
ENSMUSG00000030763;Lcmt1;protein_coding;
ENSMUSG00000030779;Rbbp6;protein_coding;
ENSMUSG00000030788;Rnf141;protein_coding;
ENSMUSG00000030795;Fus;protein_coding;
ENSMUSG00000030805;Stx4a;protein_coding;
ENSMUSG00000030814;Bcl7c;protein_coding;
ENSMUSG00000030816;Rnf40;protein_coding;
ENSMUSG00000030822;Prr14;protein_coding;
ENSMUSG00000030824;Nucb1;protein_coding;
ENSMUSG00000030835;Nomo1;protein_coding;
ENSMUSG00000030839;Sergef;protein_coding;
ENSMUSG00000030842;Lamtor1;protein_coding;
ENSMUSG00000030846;Tial1;protein_coding;
ENSMUSG00000030850;Ate1;protein_coding;
ENSMUSG00000030868;Dctn5;protein_coding;
ENSMUSG00000030869;Ndufab1;protein_coding;
ENSMUSG00000030870;Ubfd1;protein_coding;
ENSMUSG00000030871;Ears2;protein_coding;
ENSMUSG00000030876;Mettl9;protein_coding;
ENSMUSG00000030879;Mrpl17;protein_coding;
ENSMUSG00000030880;Polr3e;protein_coding;
ENSMUSG00000030881;Arfip2;protein_coding;
ENSMUSG00000030884;Uqcrc2;protein_coding;
ENSMUSG00000030888;Rrp8;protein_coding;
ENSMUSG00000030890;Ilk;protein_coding;
ENSMUSG00000030942;Thumpd1;protein_coding;
ENSMUSG00000030960;Mettl10;protein_coding;
ENSMUSG00000030965;Fam175b;protein_coding;
ENSMUSG00000030967;Zranb1;protein_coding;
ENSMUSG00000030979;Uros;protein_coding;
ENSMUSG00000030982;9030624J02Rik;protein_coding;
ENSMUSG00000030983;Bccip;protein_coding;
ENSMUSG00000030986;Dhx32;protein_coding;
ENSMUSG00000030990;Pgap2;protein_coding;
ENSMUSG00000031007;Atp6ap2;protein_coding;
ENSMUSG00000031010;Usp9x;protein_coding;
ENSMUSG00000031021;Tmem9b;protein_coding;
ENSMUSG00000031023;Akip1;protein_coding;
ENSMUSG00000031024;St5;protein_coding;
ENSMUSG00000031029;Eif3f;protein_coding;
ENSMUSG00000031060;Rbm10;protein_coding;
ENSMUSG00000031068;Glrx3;protein_coding;
ENSMUSG00000031072;Oraov1;protein_coding;
ENSMUSG00000031095;Cul4b;protein_coding;
ENSMUSG00000031109;Enox2;protein_coding;
ENSMUSG00000031148;Gpkow;protein_coding;
ENSMUSG00000031153;Gripap1;protein_coding;
ENSMUSG00000031154;Otud5;protein_coding;
ENSMUSG00000031156;Slc35a2;protein_coding;
ENSMUSG00000031158;Timm17b;protein_coding;
ENSMUSG00000031166;Wdr13;protein_coding;
ENSMUSG00000031168;Ebp;protein_coding;
ENSMUSG00000031171;Ftsj1;protein_coding;
ENSMUSG00000031176;Dynlt3;protein_coding;
ENSMUSG00000031197;Vbp1;protein_coding;
ENSMUSG00000031226;Pbdc1;protein_coding;
ENSMUSG00000031242;2610002M06Rik;protein_coding;
ENSMUSG00000031245;Hmgn5;protein_coding;
ENSMUSG00000031295;Phka2;protein_coding;
ENSMUSG00000031314;Taf1;protein_coding;
ENSMUSG00000031347;Cetn2;protein_coding;
ENSMUSG00000031349;Nsdhl;protein_coding;
ENSMUSG00000031352;Hccs;protein_coding;
ENSMUSG00000031353;Rbbp7;protein_coding;
ENSMUSG00000031357;Syap1;protein_coding;
ENSMUSG00000031358;Msl3;protein_coding;
ENSMUSG00000031360;Ctps2;protein_coding;
ENSMUSG00000031370;Zrsr2;protein_coding;
ENSMUSG00000031371;Haus7;protein_coding;
ENSMUSG00000031381;Piga;protein_coding;
ENSMUSG00000031386;Hcfc1;protein_coding;
ENSMUSG00000031393;Mecp2;protein_coding;
ENSMUSG00000031399;Fam3a;protein_coding;
ENSMUSG00000031403;Dkc1;protein_coding;
ENSMUSG00000031422;Morf4l2;protein_coding;
ENSMUSG00000031429;Psmd10;protein_coding;
ENSMUSG00000031432;Prps1;protein_coding;
ENSMUSG00000031446;Cul4a;protein_coding;
ENSMUSG00000031447;Lamp1;protein_coding;
ENSMUSG00000031467;Agpat5;protein_coding;
ENSMUSG00000031479;Vps36;protein_coding;
ENSMUSG00000031483;Erlin2;protein_coding;
ENSMUSG00000031485;Prosc;protein_coding;
ENSMUSG00000031487;Brf2;protein_coding;
ENSMUSG00000031505;Carkd;protein_coding;
ENSMUSG00000031511;Arhgef7;protein_coding;
ENSMUSG00000031513;Leprotl1;protein_coding;
ENSMUSG00000031516;Dctn6;protein_coding;
ENSMUSG00000031521;Aga;protein_coding;
ENSMUSG00000031529;Tnks;protein_coding;
ENSMUSG00000031532;Saraf;protein_coding;
ENSMUSG00000031533;Mrps31;protein_coding;
ENSMUSG00000031534;Smim19;protein_coding;
ENSMUSG00000031537;Ikbkb;protein_coding;
ENSMUSG00000031540;Kat6a;protein_coding;
ENSMUSG00000031546;Gins4;protein_coding;
ENSMUSG00000031555;Adam9;protein_coding;
ENSMUSG00000031556;Tm2d2;protein_coding;
ENSMUSG00000031570;Ppapdc1b;protein_coding;
ENSMUSG00000031577;Tti2;protein_coding;
ENSMUSG00000031578;Mak16;protein_coding;
ENSMUSG00000031590;Frg1;protein_coding;
ENSMUSG00000031591;Asah1;protein_coding;
ENSMUSG00000031600;Vps37a;protein_coding;
ENSMUSG00000031601;Cnot7;protein_coding;
ENSMUSG00000031627;Irf2;protein_coding;
ENSMUSG00000031634;Ufsp2;protein_coding;
ENSMUSG00000031641;Cbr4;protein_coding;
ENSMUSG00000031652;N4bp1;protein_coding;
ENSMUSG00000031657;Heatr3;protein_coding;
ENSMUSG00000031660;Brd7;protein_coding;
ENSMUSG00000031666;Rbl2;protein_coding;
ENSMUSG00000031671;Setd6;protein_coding;
ENSMUSG00000031681;Smad1;protein_coding;
ENSMUSG00000031683;Lsm6;protein_coding;
ENSMUSG00000031684;Slc10a7;protein_coding;
ENSMUSG00000031691;Tnpo2;protein_coding;
ENSMUSG00000031696;Vps35;protein_coding;
ENSMUSG00000031701;Dnaja2;protein_coding;
ENSMUSG00000031703;Itfg1;protein_coding;
ENSMUSG00000031706;Rfx1;protein_coding;
ENSMUSG00000031708;Tecr;protein_coding;
ENSMUSG00000031711;Zfp330;protein_coding;
ENSMUSG00000031714;Gab1;protein_coding;
ENSMUSG00000031715;Smarca5;protein_coding;
ENSMUSG00000031729;Ist1;protein_coding;
ENSMUSG00000031730;Dhodh;protein_coding;
ENSMUSG00000031731;Ap1g1;protein_coding;
ENSMUSG00000031751;Amfr;protein_coding;
ENSMUSG00000031753;Cog4;protein_coding;
ENSMUSG00000031754;Nudt21;protein_coding;
ENSMUSG00000031770;Herpud1;protein_coding;
ENSMUSG00000031774;Fam192a;protein_coding;
ENSMUSG00000031782;Coq9;protein_coding;
ENSMUSG00000031783;Polr2c;protein_coding;
ENSMUSG00000031792;Usb1;protein_coding;
ENSMUSG00000031807;Pgls;protein_coding;
ENSMUSG00000031812;Map1lc3b;protein_coding;
ENSMUSG00000031813;Mvb12a;protein_coding;
ENSMUSG00000031816;Mthfsd;protein_coding;
ENSMUSG00000031818;Cox4i1;protein_coding;
ENSMUSG00000031819;Emc8;protein_coding;
ENSMUSG00000031820;Babam1;protein_coding;
ENSMUSG00000031823;Zdhhc7;protein_coding;
ENSMUSG00000031826;Usp10;protein_coding;
ENSMUSG00000031834;Pik3r2;protein_coding;
ENSMUSG00000031835;Mbtps1;protein_coding;
ENSMUSG00000031843;Mphosph6;protein_coding;
ENSMUSG00000031848;Lsm4;protein_coding;
ENSMUSG00000031858;Mau2;protein_coding;
ENSMUSG00000031862;Atp13a1;protein_coding;
ENSMUSG00000031878;Nae1;protein_coding;
ENSMUSG00000031879;Fam96b;protein_coding;
ENSMUSG00000031889;D230025D16Rik;protein_coding;
ENSMUSG00000031901;Dus2;protein_coding;
ENSMUSG00000031913;Vps4a;protein_coding;
ENSMUSG00000031916;Cog8;protein_coding;
ENSMUSG00000031917;Nip7;protein_coding;
ENSMUSG00000031918;Mtmr2;protein_coding;
ENSMUSG00000031921;Terf2;protein_coding;
ENSMUSG00000031930;Wwp2;protein_coding;
ENSMUSG00000031931;Ankrd49;protein_coding;
ENSMUSG00000031935;Med17;protein_coding;
ENSMUSG00000031939;Taf1d;protein_coding;
ENSMUSG00000031948;Kars;protein_coding;
ENSMUSG00000031950;Gabarapl2;protein_coding;
ENSMUSG00000031954;Cfdp1;protein_coding;
ENSMUSG00000031959;Wdr59;protein_coding;
ENSMUSG00000031960;Aars;protein_coding;
ENSMUSG00000031967;Afg3l1;protein_coding;
ENSMUSG00000031969;Acad8;protein_coding;
ENSMUSG00000031979;Cog2;protein_coding;
ENSMUSG00000031983;2310022B05Rik;protein_coding;
ENSMUSG00000031984;2810004N23Rik;protein_coding;
ENSMUSG00000031985;Gnpat;protein_coding;
ENSMUSG00000031988;Vps26b;protein_coding;
ENSMUSG00000031993;Snx19;protein_coding;
ENSMUSG00000031996;Aplp2;protein_coding;
ENSMUSG00000032002;Dcun1d5;protein_coding;
ENSMUSG00000032026;Rexo2;protein_coding;
ENSMUSG00000032030;Cul5;protein_coding;
ENSMUSG00000032040;Dcps;protein_coding;
ENSMUSG00000032042;Srpr;protein_coding;
ENSMUSG00000032044;Rpusd4;protein_coding;
ENSMUSG00000032046;Abhd12;protein_coding;
ENSMUSG00000032059;Alg9;protein_coding;
ENSMUSG00000032067;Pts;protein_coding;
ENSMUSG00000032077;Bud13;protein_coding;
ENSMUSG00000032078;Zpr1;protein_coding;
ENSMUSG00000032086;Bace1;protein_coding;
ENSMUSG00000032096;Arcn1;protein_coding;
ENSMUSG00000032097;Ddx6;protein_coding;
ENSMUSG00000032112;Trappc4;protein_coding;
ENSMUSG00000032119;Hinfp;protein_coding;
ENSMUSG00000032120;C2cd2l;protein_coding;
ENSMUSG00000032121;Tmem218;protein_coding;
ENSMUSG00000032123;Dpagt1;protein_coding;
ENSMUSG00000032127;Vps11;protein_coding;
ENSMUSG00000032171;Pin1;protein_coding;
ENSMUSG00000032175;Tyk2;protein_coding;
ENSMUSG00000032180;Tmed1;protein_coding;
ENSMUSG00000032182;Yipf2;protein_coding;
ENSMUSG00000032185;Carm1;protein_coding;
ENSMUSG00000032187;Smarca4;protein_coding;
ENSMUSG00000032199;Polr2m;protein_coding;
ENSMUSG00000032212;Sltm;protein_coding;
ENSMUSG00000032215;Rsl24d1;protein_coding;
ENSMUSG00000032216;Nedd4;protein_coding;
ENSMUSG00000032217;Rnf111;protein_coding;
ENSMUSG00000032235;Ice2;protein_coding;
ENSMUSG00000032244;Fem1b;protein_coding;
ENSMUSG00000032252;Glce;protein_coding;
ENSMUSG00000032264;Zw10;protein_coding;
ENSMUSG00000032288;Imp3;protein_coding;
ENSMUSG00000032290;Ptpn9;protein_coding;
ENSMUSG00000032293;Ireb2;protein_coding;
ENSMUSG00000032295;Man2c1;protein_coding;
ENSMUSG00000032299;Commd4;protein_coding;
ENSMUSG00000032301;Psma4;protein_coding;
ENSMUSG00000032305;Fam219b;protein_coding;
ENSMUSG00000032307;Ube2q2;protein_coding;
ENSMUSG00000032308;Ulk3;protein_coding;
ENSMUSG00000032309;Fbxo22;protein_coding;
ENSMUSG00000032328;Tmem30a;protein_coding;
ENSMUSG00000032329;Hmg20a;protein_coding;
ENSMUSG00000032330;Cox7a2;protein_coding;
ENSMUSG00000032342;Mto1;protein_coding;
ENSMUSG00000032370;Lactb;protein_coding;
ENSMUSG00000032381;Fam96a;protein_coding;
ENSMUSG00000032383;Ppib;protein_coding;
ENSMUSG00000032386;Trip4;protein_coding;
ENSMUSG00000032388;Spg21;protein_coding;
ENSMUSG00000032393;Dpp8;protein_coding;
ENSMUSG00000032398;Snapc5;protein_coding;
ENSMUSG00000032399;Rpl4;protein_coding;
ENSMUSG00000032405;Pias1;protein_coding;
ENSMUSG00000032407;U2surp;protein_coding;
ENSMUSG00000032412;Atp1b3;protein_coding;
ENSMUSG00000032422;Snx14;protein_coding;
ENSMUSG00000032423;Syncrip;protein_coding;
ENSMUSG00000032425;Zfp949;protein_coding;
ENSMUSG00000032434;Cmtm6;protein_coding;
ENSMUSG00000032435;Dync1li1;protein_coding;
ENSMUSG00000032437;Stt3b;protein_coding;
ENSMUSG00000032458;Copb2;protein_coding;
ENSMUSG00000032459;Mrps22;protein_coding;
ENSMUSG00000032462;Pik3cb;protein_coding;
ENSMUSG00000032463;Faim;protein_coding;
ENSMUSG00000032468;Armc8;protein_coding;
ENSMUSG00000032469;Dbr1;protein_coding;
ENSMUSG00000032475;Nck1;protein_coding;
ENSMUSG00000032481;Smarcc1;protein_coding;
ENSMUSG00000032485;Scap;protein_coding;
ENSMUSG00000032498;Mlh1;protein_coding;
ENSMUSG00000032501;Trib1;protein_coding;
ENSMUSG00000032504;Pdcd6ip;protein_coding;
ENSMUSG00000032508;Myd88;protein_coding;
ENSMUSG00000032513;Gorasp1;protein_coding;
ENSMUSG00000032518;Rpsa;protein_coding;
ENSMUSG00000032519;Slc25a38;protein_coding;
ENSMUSG00000032525;Nktr;protein_coding;
ENSMUSG00000032526;Deb1;protein_coding;
ENSMUSG00000032536;Trak1;protein_coding;
ENSMUSG00000032551;1110059G10Rik;protein_coding;
ENSMUSG00000032553;Srprb;protein_coding;
ENSMUSG00000032557;Uba5;protein_coding;
ENSMUSG00000032560;Dnajc13;protein_coding;
ENSMUSG00000032562;Gnai2;protein_coding;
ENSMUSG00000032563;Mrpl3;protein_coding;
ENSMUSG00000032565;Nudt16;protein_coding;
ENSMUSG00000032570;Atp2c1;protein_coding;
ENSMUSG00000032571;Pik3r4;protein_coding;
ENSMUSG00000032579;Hemk1;protein_coding;
ENSMUSG00000032580;Rbm5;protein_coding;
ENSMUSG00000032582;Rbm6;protein_coding;
ENSMUSG00000032583;Mon1a;protein_coding;
ENSMUSG00000032590;Apeh;protein_coding;
ENSMUSG00000032594;Ip6k1;protein_coding;
ENSMUSG00000032599;Ip6k2;protein_coding;
ENSMUSG00000032604;Qars;protein_coding;
ENSMUSG00000032612;Usp4;protein_coding;
ENSMUSG00000032615;Nt5m;protein_coding;
ENSMUSG00000032621;Srek1;protein_coding;
ENSMUSG00000032633;Flcn;protein_coding;
ENSMUSG00000032652;Crebl2;protein_coding;
ENSMUSG00000032667;Pon2;protein_coding;
ENSMUSG00000032705;Exd2;protein_coding;
ENSMUSG00000032741;Tpcn1;protein_coding;
ENSMUSG00000032745;Gpbp1;protein_coding;
ENSMUSG00000032757;Bet1;protein_coding;
ENSMUSG00000032777;Gtf3c1;protein_coding;
ENSMUSG00000032803;Cdv3;protein_coding;
ENSMUSG00000032834;Pwp2;protein_coding;
ENSMUSG00000032867;Fbxw8;protein_coding;
ENSMUSG00000032872;Cyb5r4;protein_coding;
ENSMUSG00000032897;Nfyc;protein_coding;
ENSMUSG00000032905;Atg12;protein_coding;
ENSMUSG00000032932;Hspa13;protein_coding;
ENSMUSG00000032939;Nup93;protein_coding;
ENSMUSG00000032952;Ap4b1;protein_coding;
ENSMUSG00000032966;Fkbp1a;protein_coding;
ENSMUSG00000032977;Fam207a;protein_coding;
ENSMUSG00000032998;Foxj3;protein_coding;
ENSMUSG00000033014;Trim33;protein_coding;
ENSMUSG00000033020;Polr2f;protein_coding;
ENSMUSG00000033021;Gmppa;protein_coding;
ENSMUSG00000033039;Micall1;protein_coding;
ENSMUSG00000033047;Eif3l;protein_coding;
ENSMUSG00000033096;Apmap;protein_coding;
ENSMUSG00000033099;Nol12;protein_coding;
ENSMUSG00000033106;Slc7a6os;protein_coding;
ENSMUSG00000033111;3830406C13Rik;protein_coding;
ENSMUSG00000033128;Gga1;protein_coding;
ENSMUSG00000033157;Abhd10;protein_coding;
ENSMUSG00000033159;Cnppd1;protein_coding;
ENSMUSG00000033174;Mgll;protein_coding;
ENSMUSG00000033184;Tmed7;protein_coding;
ENSMUSG00000033186;Mzt1;protein_coding;
ENSMUSG00000033228;Scaf11;protein_coding;
ENSMUSG00000033257;Ttll4;protein_coding;
ENSMUSG00000033272;Slc35a4;protein_coding;
ENSMUSG00000033285;Wdr3;protein_coding;
ENSMUSG00000033294;Noc4l;protein_coding;
ENSMUSG00000033307;Mif;protein_coding;
ENSMUSG00000033326;Kdm4a;protein_coding;
ENSMUSG00000033335;Dnm2;protein_coding;
ENSMUSG00000033352;Map2k4;protein_coding;
ENSMUSG00000033379;Atp6v0b;protein_coding;
ENSMUSG00000033382;Trappc8;protein_coding;
ENSMUSG00000033396;Spg11;protein_coding;
ENSMUSG00000033417;Cacul1;protein_coding;
ENSMUSG00000033423;Eri3;protein_coding;
ENSMUSG00000033429;Mcee;protein_coding;
ENSMUSG00000033430;Terf2ip;protein_coding;
ENSMUSG00000033434;Gtpbp6;protein_coding;
ENSMUSG00000033439;Trmt13;protein_coding;
ENSMUSG00000033475;Tomm6;protein_coding;
ENSMUSG00000033478;Fam160b1;protein_coding;
ENSMUSG00000033487;Fndc3a;protein_coding;
ENSMUSG00000033499;Larp4b;protein_coding;
ENSMUSG00000033543;Gtf2a2;protein_coding;
ENSMUSG00000033554;Dph5;protein_coding;
ENSMUSG00000033623;Pcgf3;protein_coding;
ENSMUSG00000033628;Pik3c3;protein_coding;
ENSMUSG00000033653;Vps8;protein_coding;
ENSMUSG00000033703;Fuk;protein_coding;
ENSMUSG00000033706;Smyd5;protein_coding;
ENSMUSG00000033707;Lrrc24;protein_coding;
ENSMUSG00000033712;Ccar2;protein_coding;
ENSMUSG00000033728;Lrrc14;protein_coding;
ENSMUSG00000033732;Sf3b3;protein_coding;
ENSMUSG00000033751;Gadd45gip1;protein_coding;
ENSMUSG00000033773;Rpap2;protein_coding;
ENSMUSG00000033790;Tubgcp5;protein_coding;
ENSMUSG00000033793;Atp6v1h;protein_coding;
ENSMUSG00000033808;Tmem87a;protein_coding;
ENSMUSG00000033809;Alg3;protein_coding;
ENSMUSG00000033813;Tcea1;protein_coding;
ENSMUSG00000033819;Ppp1r16a;protein_coding;
ENSMUSG00000033845;Mrpl15;protein_coding;
ENSMUSG00000033857;Engase;protein_coding;
ENSMUSG00000033862;Cdk10;protein_coding;
ENSMUSG00000033885;Pxk;protein_coding;
ENSMUSG00000033909;Usp36;protein_coding;
ENSMUSG00000033916;Chmp2a;protein_coding;
ENSMUSG00000033917;Gde1;protein_coding;
ENSMUSG00000033918;Parl;protein_coding;
ENSMUSG00000033931;Rbm34;protein_coding;
ENSMUSG00000033938;Ndufb7;protein_coding;
ENSMUSG00000033940;Brk1;protein_coding;
ENSMUSG00000033943;Mga;protein_coding;
ENSMUSG00000033955;Tnks1bp1;protein_coding;
ENSMUSG00000033964;Zbtb41;protein_coding;
ENSMUSG00000033972;Zfp944;protein_coding;
ENSMUSG00000033991;Ttc37;protein_coding;
ENSMUSG00000034006;Pqlc1;protein_coding;
ENSMUSG00000034022;Cpsf1;protein_coding;
ENSMUSG00000034024;Cct2;protein_coding;
ENSMUSG00000034032;Rpap1;protein_coding;
ENSMUSG00000034042;Gpbp1l1;protein_coding;
ENSMUSG00000034064;Poglut1;protein_coding;
ENSMUSG00000034075;Zdhhc5;protein_coding;
ENSMUSG00000034083;Ccdc174;protein_coding;
ENSMUSG00000034088;Hdlbp;protein_coding;
ENSMUSG00000034105;Tldc1;protein_coding;
ENSMUSG00000034120;Srsf2;protein_coding;
ENSMUSG00000034135;Sik3;protein_coding;
ENSMUSG00000034152;Exoc3;protein_coding;
ENSMUSG00000034154;Ino80;protein_coding;
ENSMUSG00000034157;Cipc;protein_coding;
ENSMUSG00000034158;Lrrc58;protein_coding;
ENSMUSG00000034163;Zfc3h1;protein_coding;
ENSMUSG00000034168;Irf2bpl;protein_coding;
ENSMUSG00000034190;Chmp7;protein_coding;
ENSMUSG00000034194;R3hcc1;protein_coding;
ENSMUSG00000034201;Gas2l1;protein_coding;
ENSMUSG00000034203;Chchd4;protein_coding;
ENSMUSG00000034210;Efcab14;protein_coding;
ENSMUSG00000034211;Mrps17;protein_coding;
ENSMUSG00000034216;Vps18;protein_coding;
ENSMUSG00000034243;Golgb1;protein_coding;
ENSMUSG00000034247;Plekhm1;protein_coding;
ENSMUSG00000034252;Senp6;protein_coding;
ENSMUSG00000034259;Exosc4;protein_coding;
ENSMUSG00000034263;Vwa9;protein_coding;
ENSMUSG00000034269;Setd5;protein_coding;
ENSMUSG00000034274;Thoc5;protein_coding;
ENSMUSG00000034278;Dnajc17;protein_coding;
ENSMUSG00000034290;Nek9;protein_coding;
ENSMUSG00000034297;Med13;protein_coding;
ENSMUSG00000034300;Fam53c;protein_coding;
ENSMUSG00000034321;Exosc1;protein_coding;
ENSMUSG00000034327;Kctd9;protein_coding;
ENSMUSG00000034341;Wbp2;protein_coding;
ENSMUSG00000034343;Ube2f;protein_coding;
ENSMUSG00000034345;Gtf2h5;protein_coding;
ENSMUSG00000034354;Mtmr3;protein_coding;
ENSMUSG00000034377;Tulp4;protein_coding;
ENSMUSG00000034403;Pja1;protein_coding;
ENSMUSG00000034424;Gcsh;protein_coding;
ENSMUSG00000034429;Zfp707;protein_coding;
ENSMUSG00000034430;Zxdc;protein_coding;
ENSMUSG00000034432;Cops8;protein_coding;
ENSMUSG00000034442;Trmt5;protein_coding;
ENSMUSG00000034453;Polr3b;protein_coding;
ENSMUSG00000034473;Sec22a;protein_coding;
ENSMUSG00000034484;Snx2;protein_coding;
ENSMUSG00000034509;Mad2l1bp;protein_coding;
ENSMUSG00000034518;Hmgxb4;protein_coding;
ENSMUSG00000034522;Zfp395;protein_coding;
ENSMUSG00000034525;Ice1;protein_coding;
ENSMUSG00000034543;Morc2a;protein_coding;
ENSMUSG00000034560;A230046K03Rik;protein_coding;
ENSMUSG00000034563;Ccpg1;protein_coding;
ENSMUSG00000034566;Atp5h;protein_coding;
ENSMUSG00000034574;Daam1;protein_coding;
ENSMUSG00000034575;Papd7;protein_coding;
ENSMUSG00000034602;Mon2;protein_coding;
ENSMUSG00000034617;Mtrr;protein_coding;
ENSMUSG00000034620;Tmem5;protein_coding;
ENSMUSG00000034621;Gpatch8;protein_coding;
ENSMUSG00000034636;Zyg11b;protein_coding;
ENSMUSG00000034667;Xpot;protein_coding;
ENSMUSG00000034673;Pbx2;protein_coding;
ENSMUSG00000034674;Tdg;protein_coding;
ENSMUSG00000034681;Rnps1;protein_coding;
ENSMUSG00000034707;Gns;protein_coding;
ENSMUSG00000034709;Ppp1r21;protein_coding;
ENSMUSG00000034729;Mrps10;protein_coding;
ENSMUSG00000034744;Nagk;protein_coding;
ENSMUSG00000034757;Tmub2;protein_coding;
ENSMUSG00000034761;Map4k5;protein_coding;
ENSMUSG00000034789;Rab24;protein_coding;
ENSMUSG00000034801;Sos2;protein_coding;
ENSMUSG00000034807;Colgalt1;protein_coding;
ENSMUSG00000034820;Cpsf7;protein_coding;
ENSMUSG00000034826;Nup54;protein_coding;
ENSMUSG00000034850;Tmem127;protein_coding;
ENSMUSG00000034867;Ankrd27;protein_coding;
ENSMUSG00000034880;Mrpl34;protein_coding;
ENSMUSG00000034889;Cactin;protein_coding;
ENSMUSG00000034892;Rps29;protein_coding;
ENSMUSG00000034893;Cog3;protein_coding;
ENSMUSG00000034908;Sidt2;protein_coding;
ENSMUSG00000034928;Rnf44;protein_coding;
ENSMUSG00000034931;Dhx8;protein_coding;
ENSMUSG00000034932;Mrpl54;protein_coding;
ENSMUSG00000034940;Synrg;protein_coding;
ENSMUSG00000034951;Cog7;protein_coding;
ENSMUSG00000034973;Dopey1;protein_coding;
ENSMUSG00000034974;Dapk3;protein_coding;
ENSMUSG00000034993;Vat1;protein_coding;
ENSMUSG00000034994;Eef2;protein_coding;
ENSMUSG00000034998;Foxn2;protein_coding;
ENSMUSG00000035007;Rundc1;protein_coding;
ENSMUSG00000035011;Zbtb7a;protein_coding;
ENSMUSG00000035027;Map2k2;protein_coding;
ENSMUSG00000035047;Kri1;protein_coding;
ENSMUSG00000035048;Anapc13;protein_coding;
ENSMUSG00000035051;Dhx57;protein_coding;
ENSMUSG00000035086;Becn1;protein_coding;
ENSMUSG00000035093;Secisbp2l;protein_coding;
ENSMUSG00000035133;Arhgap5;protein_coding;
ENSMUSG00000035139;Secisbp2;protein_coding;
ENSMUSG00000035142;Nubpl;protein_coding;
ENSMUSG00000035151;Elmod2;protein_coding;
ENSMUSG00000035171;1110059E24Rik;protein_coding;
